model,task,context_length,depth_pct,question,expected_answer,model_response,prompt_tokens,completion_tokens,cached_tokens,tokens_used,latency_s,response_chars,question_chars,context_chars,sample_id,experiment,variant,needle_style,domain,difficulty,answer_type,num_needles,distractor_count,target_needle_id,inserted_needles,hops,scoring_mode,answer_aliases,error,judge_score,judge_reason,judge_method,em_score,lexical_contains_score,contains_score,judge_status,score_source,expected_answer_chars,row_cost_cny,contains_per_1k_output_tokens,contains_per_cny,api_failed,content_filter,infra_api_failed,eval_valid
qwen,niah,16000,100.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,12913,5,0,12918,1.96,5,16,15886,v2-niah-16000-100-01-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,,,,,1,1,1,not_required,lexical,5,0.051672,200.0,19.35284099705837,0,0,0,1
qwen,niah,16000,100.0,区域配送的 SLA 指标是多少？,92.1%,,0,0,0,0,0.0,0,16,15919,v2-niah-16000-100-02-logistics_numeric_confusable_sla,v2,numeric_confusable,numeric_confusable,logistics,hard,numeric,1,0.0,logistics_numeric_confusable_sla,"[""区域配送周报同时列出 96.4% 的妥投率和 92.1% 的 24 小时履约率，其中 SLA 对外口径指 24 小时履约率。""]",,,,,,,,0,0,0,not_required,lexical,5,0.0,0.0,0.0,1,0,1,0
qwen,niah,16000,100.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4 亿元,12731,5,0,12736,1.22,6,21,15682,v2-niah-16000-100-03-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。"", ""董事会最终批准的年度自由现金流目标为 9.4 亿元。""]",,,,,,,,1,1,1,not_required,lexical,5,0.050944,200.0,19.62939698492462,0,0,0,1
qwen,niah,16000,100.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,14030,5,0,14035,1.02,5,16,15871,v2-niah-16000-100-04-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,,,,,1,1,1,not_required,lexical,5,0.05614,200.0,17.812611328820804,0,0,0,1
qwen,niah,16000,100.0,同店销售额同比增长了多少？,8.9%,同店销售额同比增长了8.9%。,5735,10,0,5745,1.02,15,13,15916,v2-niah-16000-100-05-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,0,1,1,not_required,lexical,4,0.02298,100.0,43.51610095735422,0,0,0,1
qwen,niah,16000,100.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025 年 6 月 18 日,13193,14,0,13207,2.08,15,20,15755,v2-niah-16000-100-06-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。"", ""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。""]",,,,,,,,1,1,1,not_required,lexical,10,0.052828,71.42857142857143,18.929355644733853,0,0,0,1
qwen,niah,16000,100.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6 亿元,12813,6,0,12819,1.23,7,19,15835,v2-niah-16000-100-07-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,,,,,1,1,1,not_required,lexical,6,0.051276,166.66666666666666,19.502301271550042,0,0,0,1
qwen,niah,16000,100.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,13303,5,0,13308,1.23,5,18,15898,v2-niah-16000-100-08-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,,,,,1,1,1,not_required,lexical,5,0.053232,200.0,18.785692816351066,0,0,0,1
qwen,niah,16000,100.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025 年 6 月 18 日,5753,14,0,5767,0.98,15,20,15751,v2-niah-16000-100-09-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。"", ""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。""]",,,,,,,,1,1,1,not_required,lexical,10,0.023068,71.42857142857143,43.350095370209814,0,0,0,1
qwen,niah,32000,0.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025年6月18日,27021,10,0,27031,2.85,10,20,31723,v2-niah-32000-0-00-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。"", ""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。""]",,,,,,,,1,1,1,not_required,lexical,10,0.108124,100.0,9.248640449853871,0,0,0,1
qwen,niah,32000,0.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6 亿元,27709,6,0,27715,2.75,7,19,31901,v2-niah-32000-0-01-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,,,,,1,1,1,not_required,lexical,6,0.11086,166.66666666666666,9.020386072523904,0,0,0,1
qwen,niah,32000,0.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,12997,5,0,13002,1.5,5,18,31873,v2-niah-32000-0-02-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,,,,,1,1,1,not_required,lexical,5,0.052008,200.0,19.227811105983694,0,0,0,1
qwen,niah,32000,0.0,院务会最终批准的日间手术中心新增床位数是多少？,42张,42张,26066,3,0,26069,2.94,3,23,31696,v2-niah-32000-0-03-healthcare_multi_key_bed_plan,v2,multi_key,multi_key,healthcare,hard,numeric,3,2.0,healthcare_multi_key_bed_plan,"[""院务会最终批准的日间手术中心新增床位数为 42 张。"", ""去年同院区普通病房实际新增床位数为 28 张。"", ""规划部门的测算底稿曾建议新增 36 张床位以控制初期成本。""]",,,,,,,,1,1,1,not_required,lexical,3,0.104276,333.3333333333333,9.589934404848671,0,0,0,1
qwen,niah,32000,0.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,13005,5,0,13010,1.35,5,16,31915,v2-niah-32000-0-04-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,,,,,1,1,1,not_required,lexical,5,0.05204,200.0,19.21598770176787,0,0,0,1
qwen,niah,32000,0.0,同店销售额同比增长了多少？,8.9%,同店销售额同比增长了8.9%。,27680,10,0,27690,3.36,15,13,31885,v2-niah-32000-0-05-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,0,1,1,not_required,lexical,4,0.11076,100.0,9.028530155290719,0,0,0,1
qwen,niah,32000,0.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025 年 6 月 18 日,26997,14,0,27011,3.33,15,20,31738,v2-niah-32000-0-06-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。"", ""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。""]",,,,,,,,1,1,1,not_required,lexical,10,0.108044,71.42857142857143,9.255488504683276,0,0,0,1
qwen,niah,32000,0.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6 亿元,13009,6,0,13015,1.63,7,19,31922,v2-niah-32000-0-07-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,,,,,1,1,1,not_required,lexical,6,0.05206,166.66666666666666,19.208605455243948,0,0,0,1
qwen,niah,32000,0.0,区域配送的 SLA 指标是多少？,92.1%,24 小时履约率,26243,7,0,26250,3.06,8,16,31919,v2-niah-32000-0-08-logistics_numeric_confusable_sla,v2,numeric_confusable,numeric_confusable,logistics,hard,numeric,1,0.0,logistics_numeric_confusable_sla,"[""区域配送周报同时列出 96.4% 的妥投率和 92.1% 的 24 小时履约率，其中 SLA 对外口径指 24 小时履约率。""]",,,,,,,,0,0,0,not_required,lexical,5,0.105,0.0,0.0,0,0,0,1
qwen,niah,32000,0.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4 亿元,27013,5,0,27018,2.69,6,21,31738,v2-niah-32000-0-09-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。"", ""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。""]",,,,,,,,1,1,1,not_required,lexical,5,0.108072,200.0,9.253090532237767,0,0,0,1
qwen,niah,32000,10.0,本季度封装段一次良率目标是多少？,98.2%,,0,0,0,0,0.0,0,16,31922,v2-niah-32000-10-00-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,,,,,0,0,0,not_required,lexical,5,0.0,0.0,0.0,1,0,1,0
qwen,niah,32000,10.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,26233,5,0,26238,2.93,5,18,31920,v2-niah-32000-10-01-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,,,,,1,1,1,not_required,lexical,5,0.104952,200.0,9.528165256498209,0,0,0,1
qwen,niah,32000,10.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4 亿元,26984,5,0,26989,2.62,6,21,31745,v2-niah-32000-10-02-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。"", ""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。""]",,,,,,,,1,1,1,not_required,lexical,5,0.107956,200.0,9.26303308755419,0,0,0,1
qwen,niah,32000,10.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,13005,5,0,13010,1.65,5,16,31915,v2-niah-32000-10-03-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,,,,,1,1,1,not_required,lexical,5,0.05204,200.0,19.21598770176787,0,0,0,1
qwen,niah,32000,10.0,区域配送的 SLA 指标是多少？,92.1%,24 小时履约率,26243,7,0,26250,2.65,8,16,31919,v2-niah-32000-10-04-logistics_numeric_confusable_sla,v2,numeric_confusable,numeric_confusable,logistics,hard,numeric,1,0.0,logistics_numeric_confusable_sla,"[""区域配送周报同时列出 96.4% 的妥投率和 92.1% 的 24 小时履约率，其中 SLA 对外口径指 24 小时履约率。""]",,,,,,,,0,0,0,not_required,lexical,5,0.105,0.0,0.0,0,0,0,1
qwen,niah,32000,10.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025 年 6 月 18 日,26107,14,0,26121,3.54,15,20,31736,v2-niah-32000-10-05-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。"", ""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。""]",,,,,,,,1,1,1,not_required,lexical,10,0.104484,71.42857142857143,9.570843382718886,0,0,0,1
qwen,niah,32000,10.0,急诊药房重点监控药品的库存周转天数是多少？,6.5天,6.5天,27178,4,0,27182,2.83,4,21,31907,v2-niah-32000-10-06-healthcare_inventory_turnover,v2,style_aligned,style_aligned,healthcare,medium,short_span,1,0.0,healthcare_inventory_turnover,"[""院内周报显示，急诊药房的重点监控药品库存周转天数已压缩至 6.5 天。""]",,,,,,,,1,1,1,not_required,lexical,4,0.108728,250.0,9.197262894562577,0,0,0,1
qwen,niah,32000,10.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,27093,5,0,27098,2.48,5,18,31883,v2-niah-32000-10-07-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,,,,,1,1,1,not_required,lexical,5,0.108392,200.0,9.225773119787439,0,0,0,1
qwen,niah,32000,10.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4 亿元,26984,5,0,26989,2.85,6,21,31745,v2-niah-32000-10-08-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。"", ""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。""]",,,,,,,,1,1,1,not_required,lexical,5,0.107956,200.0,9.26303308755419,0,0,0,1
qwen,niah,32000,10.0,本季度封装段一次良率目标是多少？,98.2%,,0,0,0,0,0.0,0,16,31922,v2-niah-32000-10-09-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,,,,,0,0,0,not_required,lexical,5,0.0,0.0,0.0,1,0,1,0
qwen,niah,32000,25.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6 亿元,26241,6,0,26247,2.33,7,19,31914,v2-niah-32000-25-00-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,,,,,1,1,1,not_required,lexical,6,0.104988,166.66666666666666,9.524898083590505,0,0,0,1
qwen,niah,32000,25.0,同店销售额同比增长了多少？,8.9%,8.9%,27680,4,0,27684,2.57,4,13,31885,v2-niah-32000-25-01-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,1,1,1,not_required,lexical,4,0.110736,250.0,9.030486923854934,0,0,0,1
qwen,niah,32000,25.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4 亿元,12965,5,0,12970,1.82,6,21,31766,v2-niah-32000-25-02-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。"", ""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。""]",,,,,,,,1,1,1,not_required,lexical,5,0.05188,200.0,19.275250578257516,0,0,0,1
qwen,niah,32000,25.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6 亿元,27709,6,0,27715,3.13,7,19,31901,v2-niah-32000-25-03-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,,,,,1,1,1,not_required,lexical,6,0.11086,166.66666666666666,9.020386072523904,0,0,0,1
qwen,niah,32000,25.0,同店销售额同比增长了多少？,8.9%,同店销售额同比增长了8.9%。,27091,10,0,27101,2.71,15,13,31883,v2-niah-32000-25-04-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,0,1,1,not_required,lexical,4,0.108404,100.0,9.224751854175123,0,0,0,1
qwen,niah,32000,25.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025 年 6 月 18 日,12976,14,0,12990,1.6,15,20,31697,v2-niah-32000-25-05-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。"", ""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。""]",,,,,,,,1,1,1,not_required,lexical,10,0.05196,71.42857142857143,19.24557351809084,0,0,0,1
qwen,niah,32000,25.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6 亿元,27180,6,0,27186,2.59,7,19,31912,v2-niah-32000-25-06-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,,,,,1,1,1,not_required,lexical,6,0.108744,166.66666666666666,9.195909659383506,0,0,0,1
qwen,niah,32000,25.0,同店销售额同比增长了多少？,8.9%,8.9%,27680,4,0,27684,1.81,4,13,31885,v2-niah-32000-25-07-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,1,1,1,not_required,lexical,4,0.110736,250.0,9.030486923854934,0,0,0,1
qwen,niah,32000,25.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4 亿元,26984,5,0,26989,2.83,6,21,31745,v2-niah-32000-25-08-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。"", ""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。""]",,,,,,,,1,1,1,not_required,lexical,5,0.107956,200.0,9.26303308755419,0,0,0,1
qwen,niah,32000,25.0,本季度封装段一次良率目标是多少？,98.2%,,0,0,0,0,0.0,0,16,31922,v2-niah-32000-25-09-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,,,,,0,0,0,not_required,lexical,5,0.0,0.0,0.0,1,0,1,0
qwen,niah,32000,50.0,同店销售额同比增长了多少？,8.9%,8.9%,12995,4,0,12999,1.65,4,13,31873,v2-niah-32000-50-00-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,1,1,1,not_required,lexical,4,0.051996,250.0,19.23224863451035,0,0,0,1
qwen,niah,32000,50.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025 年 6 月 18 日,26997,14,0,27011,11.39,15,20,31738,v2-niah-32000-50-01-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。"", ""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。""]",,,,,,,,1,1,1,not_required,lexical,10,0.108044,71.42857142857143,9.255488504683276,0,0,0,1
qwen,niah,32000,50.0,急诊药房重点监控药品的库存周转天数是多少？,6.5天,6.5天,26239,4,0,26243,3.01,4,21,31909,v2-niah-32000-50-02-healthcare_inventory_turnover,v2,style_aligned,style_aligned,healthcare,medium,short_span,1,0.0,healthcare_inventory_turnover,"[""院内周报显示，急诊药房的重点监控药品库存周转天数已压缩至 6.5 天。""]",,,,,,,,1,1,1,not_required,lexical,4,0.104972,250.0,9.526349883778531,0,0,0,1
qwen,niah,32000,50.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,26233,5,0,26238,2.84,5,18,31920,v2-niah-32000-50-03-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,,,,,1,1,1,not_required,lexical,5,0.104952,200.0,9.528165256498209,0,0,0,1
qwen,niah,32000,50.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025 年 6 月 18 日,27021,14,0,27035,2.69,15,20,31723,v2-niah-32000-50-04-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。"", ""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。""]",,,,,,,,1,1,1,not_required,lexical,10,0.10814,71.42857142857143,9.247272054743851,0,0,0,1
qwen,niah,32000,50.0,急诊药房重点监控药品的库存周转天数是多少？,6.5天,6.5 天,13009,5,0,13014,2.41,5,21,31918,v2-niah-32000-50-05-healthcare_inventory_turnover,v2,style_aligned,style_aligned,healthcare,medium,short_span,1,0.0,healthcare_inventory_turnover,"[""院内周报显示，急诊药房的重点监控药品库存周转天数已压缩至 6.5 天。""]",,,,,,,,1,1,1,not_required,lexical,4,0.052056,200.0,19.210081450745353,0,0,0,1
qwen,niah,32000,50.0,2025 年一季度综合毛利率是多少？,23.7%,,0,0,0,0,0.0,0,18,31896,v2-niah-32000-50-06-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,,,,,0,0,0,not_required,lexical,5,0.0,0.0,0.0,1,0,1,0
qwen,niah,32000,50.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025 年 6 月 18 日,27581,14,0,27595,2.95,15,20,31759,v2-niah-32000-50-07-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。"", ""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。""]",,,,,,,,1,1,1,not_required,lexical,10,0.11038,71.42857142857143,9.05961224859576,0,0,0,1
qwen,niah,32000,50.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,27145,5,0,27150,2.66,5,16,31922,v2-niah-32000-50-08-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,,,,,1,1,1,not_required,lexical,5,0.1086,200.0,9.208103130755065,0,0,0,1
qwen,niah,32000,50.0,同店销售额同比增长了多少？,8.9%,8.9%,27118,4,0,27122,2.4,4,13,31862,v2-niah-32000-50-09-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,1,1,1,not_required,lexical,4,0.108488,250.0,9.217609320846545,0,0,0,1
qwen,niah,32000,75.0,院务会最终批准的日间手术中心新增床位数是多少？,42张,42 张,12964,4,0,12968,1.71,4,23,31755,v2-niah-32000-75-00-healthcare_multi_key_bed_plan,v2,multi_key,multi_key,healthcare,hard,numeric,3,2.0,healthcare_multi_key_bed_plan,"[""规划部门的测算底稿曾建议新增 36 张床位以控制初期成本。"", ""院务会最终批准的日间手术中心新增床位数为 42 张。"", ""去年同院区普通病房实际新增床位数为 28 张。""]",,,,,,,,1,1,1,not_required,lexical,3,0.051872,250.0,19.278223318938927,0,0,0,1
qwen,niah,32000,75.0,急诊药房重点监控药品的库存周转天数是多少？,6.5天,6.5天,27708,4,0,27712,2.11,4,21,31896,v2-niah-32000-75-01-healthcare_inventory_turnover,v2,style_aligned,style_aligned,healthcare,medium,short_span,1,0.0,healthcare_inventory_turnover,"[""院内周报显示，急诊药房的重点监控药品库存周转天数已压缩至 6.5 天。""]",,,,,,,,1,1,1,not_required,lexical,4,0.110848,250.0,9.02136258660508,0,0,0,1
qwen,niah,32000,75.0,同店销售额同比增长了多少？,8.9%,,0,0,0,0,0.0,0,13,31896,v2-niah-32000-75-02-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,0,0,0,not_required,lexical,4,0.0,0.0,0.0,1,0,1,0
